body,title,url
"La viruela apareció en América entre 1518 y 1520. Hizo escala en Cuba y enseguida alcanzó Veracruz. Ese mismo año subió al valle de México y en octubre, el virus golpeó Tenochtitlan. En unos meses, un tercio de la población de la ciudad, que entonces rondaba los 250.000 habitantes, pereció. La viruela fue solo la primera de las plagas que trajeron los europeos al Nuevo Mundo. Hasta finales del siglo XVI millones de nativos murieron por las enfermedades del viejo continente.",Restregar escarabajos en los cuerpos: las epidemias en Tenochtitlan,https://elpais.com/cultura/2020-05-25/restregar-escarabajos-en-los-cuerpos-las-epidemias-en-tenochtitlan.html
"La Fiscalía venezolana redobla la presión contra Voluntad Popular, el partido fundado por Leopoldo López y que abandera a Juan Guaidó como jefe del Parlamento. Tarek William Saab, responsable de la institución, controlada por el chavismo, tramitó este lunes un recurso ante el Supremo para solicitar que el partido sea declarado como una organización terrorista, por alentar y participar en golpes de Estado, y que se establezcan sanciones a sus miembros.",La justicia venezolana quiere ilegalizar el partido de Juan Guaidó y Leopoldo López ,https://elpais.com/internacional/2020-05-25/la-justicia-venezolana-quiere-ilegalizar-el-partido-de-juan-guaido-y-leopoldo-lopez.html
"El científico brasileño Marcus Lacerda y su equipo han vivido una pesadilla particular dentro del tormento de la pandemia del coronavirus. De un día para otro, la politización de la cloroquina, un fármaco, los golpeó como un meteorito. Este infectólogo que coordina un experimentado grupo de investigación dedicado a la malaria, la tuberculosis y el VIH jamás imaginó verse envuelto en algo así. Menos aún cuando trabajan en un lugar tan lejano de los centros de poder como Manaos, la capital de la Amazonia. Una ciudad en plena selva tropical a la que casi todos llegan en avión o barco.",La pesadilla de los científicos brasileños atrapados en la politización de la cloroquina,https://elpais.com/sociedad/2020-05-25/la-pesadilla-de-los-cientificos-brasilenos-atrapados-en-la-politizacion-de-la-cloroquina.html
"En enero de 1919, Max Weber dictó la célebre conferencia La política como vocación. En ella identificó varios aspectos del ejercicio del poder político y, destacadamente, de las éticas desde las cuales se ejercía. Al respecto dijo: “Tenemos que ver con claridad que cualquier acción orientada éticamente puede ajustarse a dos máximas fundamentalmente distintas entre sí y totalmente opuestas: puede orientarse según la ética de la convicción o según la ética de la responsabilidad. No es que la ética de la convicción signifique una falta de responsabilidad o que la ética de la responsabilida...",Éticas en la pandemia,https://elpais.com/opinion/2020-05-25/eticas-en-la-pandemia.html
"Dominic Cummings (Durham, Reino Unido, 48 años) era el soplo de aire fresco, irreverente y brillante, que iba a ayudar a Boris Johnson a diseñar un nuevo país después del Brexit. Su rechazo a expresar remordimiento alguno por saltarse las reglas del confinamiento ha provocado un vendaval político que puede deteriorar irremediablemente el crédito político del primer ministro, justo en el momento en que su popularidad se reduce y la opinión pública cuestiona su errática estrategia de respuesta a la crisis del coronavirus. El Reino Unido es hoy el país europeo con mayor número de fallecidos.",El ideólogo del Brexit provoca la peor crisis política del mandato de Johnson,https://elpais.com/internacional/2020-05-25/el-asesor-estrella-de-johnson-asegura-que-no-se-arrepiente-de-haberse-saltado-el-confinamiento.html
"Ya no menciona su nombre, pero el presidente Lenín Moreno sigue aludiendo al Gobierno de Rafael Correa a la hora de hacer balance durante sus mensajes presidenciales. Este domingo, Ecuador conmemoraba los tres años de gestión de Moreno en medio de la pandemia y el mandatario reapareció tras dos meses de aislamiento preventivo con un discurso marcado, de nuevo, por las dificultades heredadas que han frustrado sus proyectos de Gobierno.",Lenín Moreno capitaliza la crisis del coronavirus para reprochar la herencia de Rafael Correa ,https://elpais.com/internacional/2020-05-24/lenin-moreno-capitaliza-la-crisis-del-coronavirus-para-reprochar-la-herencia-de-rafael-correa.html
"Joaquín Sabina es un pecador no arrepentido, un crápula que no renuncia a serlo y un canalla que alimenta su propia leyenda. Así se ha retratado en sus generosas entrevistas y así sorprende, con su sinceridad, a sus amigos que saben todo y callan mucho. Un documental estrenado este fin de semana por Atresmedia profundiza en esta vertiente del cantautor de Úbeda que se enamoró de Madrid en 1976, cuando llegó a la ciudad tras la muerte de Franco y vio que allí los colores estallaban después de tantos años de grisura.","Joaquín Sabina, el cantante querido que las liaba muy gordas",https://elpais.com/gente/2020-05-25/joaquin-sabina-el-cantante-querido-que-las-liaba-muy-gordas.html
"La Bundesliga lo promociona como Der Klassiker. El efecto propagandístico es indudable. Pero hasta hace tres décadas el Borussia Dortmund jamás había desafiado la hegemonía del Bayern Múnich en Alemania. La rivalidad no es histórica ni mide fuerzas equiparables, pero la están fabricando a pulso. La brecha se reduce. Desde hace años, cada campeonato acaba resolviéndose en este mano a mano, ahora magnificado por la pandemia del nuevo coronavirus. Si la temporada pasada el título fue para Baviera por dos puntos de ventaja, ahora, a falta de siete jornadas para la conclusión, cuatro puntos separan a rojos de amarillos. El partido que acogerá el viejo Westfalenstadion este martes a partir de las 18:30 (Movistar) no es un clásico de verdad. Pero es lo más rutilante que le queda por ofrecer a la única gran liga europea en funcionamiento.",Lewandowski reta a Haaland,https://elpais.com/deportes/2020-05-25/lewandowski-reta-a-haaland.html
"¿Cómo llegó el virus de la covid-19 al Hospital Psiquiátrico Dr. Samuel Ramírez Moreno? Es un misterio, pero Sixto H. comenzó a sentirse mal entre el 6 y el 8 de mayo. Sixto no sabía lo que sucedía afuera del centro ubicado al sureste de la Ciudad de México, en la frontera con el vecino Estado de México. Tampoco entendía lo que le pasaba a él. Su discapacidad intelectual y su condición psiquiátrica casi no le permiten comunicarse. Sixto y otros dos pacientes más —Miguel Ángel C. y Andrés N.— que viven en la Unidad de Larga Estancia 1A, solo recibieron antibióticos, pese a evidentes síntomas de la covid-19.",Los olvidados del hospital psiquátrico mexicano Samuel Ramírez Moreno ,https://elpais.com/sociedad/2020-05-25/los-olvidados-del-hospital-psiquatrico-mexicano-samuel-ramirez-moreno.html
"Las flotillas fenicias que llegaban a la península Ibérica en el primer milenio antes de Cristo buscando donde instalar sus factorías y asentamientos se distinguían fácilmente por sus grandes velas rojas. Ahora, la ciudad púnica de Lacipo (Casares, Málaga) también destaca por su tono bermellón, pero por el que le ha dado Hispania Nostra, la asociación de defensa del patrimonio español: la ha incluido en su Lista Roja, el listado de los 783 monumentos históricos y arqueológicos que se encuentran heridos de muerte. El siguiente y triste paso es la Lista Negra (8 elementos) y su definitiva desaparición.",La ciudad fenicia de Lacipo se muere,https://elpais.com/cultura/2020-05-25/la-ciudad-fenicia-de-lacipo-se-muere.html
"Dieciséis de los 64 inmigrantes rescatados el jueves en una patera en el Mar de Alborán y trasladados al puerto de Motril quedaron abandonados en Granada en la noche del domingo porque el Gobierno no les encontró un lugar donde pasar la cuarentena obligada para quienes llegan del extranjero durante la crisis sanitaria. La Secretaría de Estado de Migraciones anunció un protocolo para que autoridades y ONG supieran cómo proceder. Ese protocolo, “prioritario”, aún no existe.",La ausencia de un plan de cuarentena obliga a dejar en la calle a inmigrantes,https://elpais.com/espana/2020-05-25/la-ausencia-de-un-plan-de-cuarentena-obliga-a-dejar-en-la-calle-a-inmigrantes.html
"El 85% de la deforestación reciente que ocurrió en Colombia se concentra en la región de la Amazonía. Sí, es una cifra alarmante, más aún cuando el país está en la lista de los 10 países de mayor biodiversidad del mundo y la Amazonía representa el 40% del territorio del país. De acuerdo con el último reporte emitido por el Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM), entre octubre y diciembre de 2019 se perdieron cerca de 28.000 hectáreas de bosque en esta zona de Colombia. En lo que va de 2020, y a pesar de la cuarentena impuesta para prevenir la propagación de la pandemia de la covid-19, la deforestación sigue creciendo.",Conoce a las amazonas que defienden la Amazonía colombiana,https://elpais.com/economia/2020-05-21/conoce-a-las-amazonas-que-defienden-la-amazonia-colombiana.html
"Centenares de sanitarios de la Comunidad de Madrid han protestado este lunes para reivindicar su labor por primera vez desde que comenzó la crisis sanitaria por el coronavirus. Médicos, enfermeras, celadores, auxiliares, personal de limpieza y técnicos han salido a las 20.00 —la hora en la que la sociedad les aplaude a diario— a la puerta de hospitales y centros de salud para defender la sanidad pública y pedir mejoras laborales. “Los trabajadores de la sanidad estamos agotados. Esta crisis sanitaria ha puesto de manifiesto las precarias condiciones laborales que por desgracia son habituales en el sector sanitario desde hace muchos años”, han explicado los convocantes.",Los sanitarios se reivindican tras el coronavirus,https://elpais.com/sociedad/2020-05-25/los-sanitarios-se-reivindican-tras-el-coronavirus.html
"Sierra Club es una de las organizaciones ambientales más antiguas y grandes de EE UU, y del mundo. Creada en 1892 por el naturalista John Muir, su historia está muy vinculada a la creación de los parques nacionales estadounidenses, y hoy asegura contar con 3,8 millones de miembros y simpatizantes. Por primera vez en 128 años, el nuevo presidente de Sierra Club que acaba de salir elegido es un latino: el puertorriqueño Ramón Cruz, de 44 años.",“Son muchos los paralelismos del cambio climático y la covid-19: negar la ciencia es algo nefasto”,https://elpais.com/sociedad/2020-05-25/son-muchos-los-paralelismos-del-cambio-climatico-y-la-covid-19-negar-la-ciencia-es-algo-nefasto.html
"Residents in Spain welcomed relaxed lockdown conditions on Monday, as much of the country moved to a new stage of the government’s coronavirus deescalation plan. The regions of Madrid and Castilla y León as well as the metropolitan area of Barcelona entered Phase 1, which allows sidewalk cafés to reopen at 50% capacity and social gatherings of up to 10 people, while 14 of Spain’s 17 regions either partially or completely transitioned to Phase 2, which permits beaches and schools to reopen.",Spain welcomes new stages of coronavirus deescalation plan ,https://english.elpais.com/society/2020-05-25/spain-welcomes-new-stages-of-coronavirus-deescalation-plan.html
"El canal BBC Three siguió en 2016 el mismo camino que otras tantas marcas destinadas al público joven: desapareció del mundo analógico y se quedó únicamente en Internet, donde resulta más barato. Al ser bajo demanda, dejó de necesitar al menos una parrilla de 24 horas todos los días, lo que supuso unos 30 millones de libras (33,5 millones de euros) al año. Ahora la corporación estudia la posibilidad de hacer el camino inverso y devolver la marca a la televisión lineal de toda la vida, donde le auguran una segunda vida junto a los otros canales de la corporación pública británica. El panorama televisivo cambia rápido y el ejemplo más latente ha sido el éxito de Normal People, la serie que adapta la novela Gente normal, de Sally Rooney, cuya emisión terminó hace unos días y ha roto todo los récords de demanda del player de la BBC: 38 millones de solicitudes.",La BBC estudia devolver su canal ‘joven’ a la televisión tradicional tras convertirlo en servicio ‘online’,https://elpais.com/television/2020-05-25/la-bbc-estudia-devolver-su-canal-joven-a-la-television-tradicional-tras-convertirlo-en-servicio-online.html
"El líder que durante más tiempo ha gobernado en Israel sigue aferrado al poder después de tres décadas de carrera política. Lo necesita más que nunca. El puesto de primer ministro brinda a Benjamín Netanyahu un blindaje inusual en las democracias liberales: puede proseguir en el cargo mientras la justicia no dicte sentencia firme en su contra, pese a haberse sentado en el banquillo de los acusados en un juicio por corrupción.",La huida hacia adelante de Netanyahu,https://elpais.com/internacional/2020-05-25/la-huida-hacia-adelante-de-netanyahu.html
"El nexo nació hace más de una década, cuando él, Carlos Gómez-Herrera (Marbella, 30 años) y Novak Djokovic acudieron al Masters de Madrid siendo dos pipiolos. “Manolo Santana, al que le tengo un cariño especial, era el director del torneo y siempre me ha ayudado, así que me llevó allí y entonces le conocí. Novak no tenía a nadie, estaba solo y aún no era famoso. Nos pusimos a jugar al pimpón y a partir de ahí fuimos haciéndonos amigos, y después también conocí a su hermano Marko”, relata el tenista español por teléfono, desde Belgrado, adonde se ha desplazado recientemente para seguir entrenándose junto al rey actual del circuito porque allí ya no hay restricciones.","Djokovic, el número uno que pasa el rastrillo",https://elpais.com/deportes/2020-05-25/djokovic-el-numero-uno-que-pasa-el-rastrillo.html
"Desde que llegaron el 10 de marzo a Rheinsberg, Gabriela Saravia y Andrea Álvarez han visto pasar tres festejos de cumpleaños de sus colegas músicos y observado cómo el paisaje árido invernal de esta ciudad al norte de Alemania ha ido reverdeciendo por el comienzo de la primavera. Desde el edificio de la Academia de Música, lugar donde permanecen debido a la cuarentena, han presenciado cómo el mundo cambió, incluso en su Bolivia natal, en un abrir y cerrar de ojos debido a la pandemia por el coronavirus. A más de dos meses de su viaje, este par, junto a otros 23 músicos integrantes de la Orquesta Experimental de Instrumentos Nativos de la nación andina, aún aguardan a que se concreten las gestiones para la repatriación.",Más de dos meses atrapados en una academia de música de Alemania ,https://elpais.com/sociedad/2020-05-25/mas-de-dos-meses-atrapados-en-una-academia-de-musica-de-alemania.html
"En 1995 Bill Gates era, según Forbes, el hombre más rico del mundo, con una fortuna de 12.000 millones. A sus 39 años era además el más joven entre los diez primeros de la lista. Considerado el rey del software, ordenadores de todo el mundo llevaban ya los programas de Microsoft, la compañía que había fundado y de la que era el principal cerebro. Incluso se había permitido comprar por 30 millones de dólares unos manuscritos de Leonardo da Vinci. Pero desde la cresta de esa ola, Gates se daba cuenta de que llegaba una mucho mayor, la de Internet, y de que solo quien la dominara controlaría el negocio en las siguientes décadas.",25 años del día que Bill Gates se subió a la ola de Internet,https://elpais.com/tecnologia/2020-05-25/25-anos-del-dia-que-bill-gates-se-subio-a-la-ola-de-internet.html
"La NBA ha clavado una mirada de esperanza en Disney World. Toma cuerpo la idea de que allí, en Orlando, a la sombra de las grandes orejas de Mickey Mouse, resucite a finales de julio la temporada más incierta de la competición nacida en 1946. A pesar de haber vivido cuatro cierres patronales, en 1995, 1996, 1998 y 2011 —solo los dos últimos conllevaron el recorte de 32 y 16 jornadas de la fase regular—, la NBA nunca ha sufrido una crisis como la actual.","Disney, un búnker para la NBA",https://elpais.com/deportes/2020-05-25/disney-un-bunker-para-la-nba.html
"La mayoría de los territorios españoles pasaron a fase 1 cuando sus sistemas de atención primaria todavía no eran capaces de diagnosticar con pruebas PCR ni a la mitad de los casos sospechosos. El Ministerio de Sanidad ha publicado a última hora de este lunes los informes que justifican las causas del cambio de fase (o en su caso, del rechazo a avanzar) y, tal y como se había anunciado, no hay criterios fijos e inamovibles. Cada documento hace énfasis en las virtudes o necesidad de mejora de cada comunidad y los cambios de fase se han dado con valores muy dispares.",La mayoría de comunidades pasaron a fase 1 haciendo pruebas a menos de la mitad de los sospechosos  ,https://elpais.com/sociedad/2020-05-25/la-mayoria-de-comunidades-pasaron-a-fase-1-haciendo-pruebas-a-menos-de-la-mitad-de-los-sospechosos.html
"Parecería una distinción simplísima pero algunos, hoy en día, no son capaces de hacerla. Y es esta: un periodista de verdad no puede ser un militante político ni un “convencido” defensor de un poder. Y tampoco puede ser el justificador de los dislates o el cantor de las gestas de un gobierno. Esto no significa, desde luego, que deba carecer de ideario o, peor aún, que se muestre indiferente ante los conflictos de la sociedad a la que intenta mantener informada. Tampoco quiere decir que no pueda intervenir de forma congruente en la cobertura de temas políticos. Para nada. Los valores de miles d...",Y usted a quién le cree,https://elpais.com/opinion/2020-05-25/y-usted-a-quien-le-cree.html
"Nota a los lectores: EL PAÍS ofrece en abierto la información esencial del coronavirus durante la crisis. Si quieres apoyar nuestro periodismo, suscríbete aquí","Coronavirus en América: últimas noticias, en vivo | Brasil cuenta 807 muertes en 24 horas y supera a EE UU en el registro diario",https://elpais.com/america/sociedad/2020-05-25/coronavirus-en-america-ultimas-noticias-en-vivo.html
"La crisis de 2008 rozó a América Latina, pero golpeó a España dos veces: en 2009, cuando el PIB de los países occidentales se hundió a plomo, y en 2012, con la crisis de deuda soberana que se cebó con el sur de Europa. Pero la apuesta de las empresas españolas por la región, lejos de debilitarse, se fortaleció aún más. Había argumentos de peso: ante el inexorable declive del mercado interno, con el consumo de las familias y la inversión picando claramente a la baja, muchas compañías miraron al otro lado del Atlántico para equilibrar sus fuentes de ingresos. La apuesta surtió efecto, y de qué manera: en una etapa muy compleja en lo económico para el bloque europeo y de muy bajo crecimiento en América Latina, las firmas españolas más que duplicaron sus inversiones en la región y los exportadores —clave en la salida española de la recesión— se hicieron fuertes en un terreno históricamente abonado. Ese movimiento salvó las cuentas de resultados de muchas en los siguientes años. Una década más tarde, de nuevo con la palabra crisis mucho más presente en la conversación pública de lo que a nadie le gustaría, la pregunta es clara: ¿qué ocurrirá esta vez con las inversiones españolas en América Latina?",España reafirma su apuesta por América Latina en el momento más crítico de la pandemia en la región ,https://elpais.com/economia/2020-05-25/espana-reafirma-su-apuesta-por-america-latina-en-el-momento-mas-critico-de-la-pandemia-en-la-region.html
"Jackie Victor contó a su padre en 1997 que iba a abrir un negocio y aquel abogado de Michigan se carcajeó. Después de tantos años de activismo, de pancarta y asamblea, su hija abrazaba la fe del converso: “Al final te has hecho capitalista”, le dijo. “Es que yo –explica Jackie– era una persona muy politizada, radical, y le respondí que no, que en lo que me iba a convertir era en una emprendedora socialista”. Detroit, una ciudad torturada por mil crisis, icono de la gloria y de la decadencia industrial americana, la cuna del fordismo y de Aretha Franklin, emprendía un largo camino de resurrección y el suyo iba a ser uno de esos proyectos que le insuflaba vida.",El día que Jackie despidió a todos sus trabajadores: el derrumbe de la economía de Detroit en 72 horas,https://elpais.com/economia/2020-05-15/el-dia-que-jackie-despidio-a-todos-sus-trabajadores-derrumbe-de-una-economia-en-72-horas.html
"“Entia non sunt multiplicanda praeter necessitatem”. “Los entes no deben multiplicarse sin necesidad”. El franciscano Guillermo de Ockham formuló esa regla, conocida como la navaja de Ockham. La diplomacia latinoamericana la viene ignorando desde hace tiempo. Las agrupaciones, organizaciones y clubes internacionales se multiplican sin que esté clara su necesidad. OEA, Aladi, Mercosur, Alianza del Pacífico, Celac, Grupo de Lima, son algunos de ellos. Unasur se fue desangrando, hasta quedar reducido a dos países: Bolivia y Venezuela. Perú suspendió su participación. Colombia, Brasil, Chile, Arge...",La navaja de Ockham,https://elpais.com/opinion/2020-05-25/la-navaja-de-ockham.html
"Arturo Bazán, de 55 años, lleva casi dos meses de confinamiento en su casa en el Estado de México, vecino de la capital mexicana. Sus días transcurren entre la limpieza de su casa, ha decidido pintar algunas habitaciones y sigue día a día las conferencias de las autoridades sanitarias que informan sobre el estado de la pandemia de coronavirus en México. Para él es clave saber cuándo podrá regresar de nuevo a las consultas médicas, porque vive con VIH y desde que se ha impuesto la cuarentena no se ha hecho los chequeos mensuales ni ha consultado a su médico: En el hospital de la seguridad social mexicana al que asistía regularmente le entregaron medicamentos antirretrovirales y le ordenaron que por ninguna razón visitara el dispensario. Lo que más resiente es que en todo este periodo no ha recibido ningún tipo de información sobre las medidas que debe tomar como paciente de VIH. “Me siento muy desconcertado”, explica por teléfono. “Casi no salgo, pero es muy estresante vivir con la zozobra de saber que somos pacientes de alto riesgo. Ellos [los médicos] no nos dicen nada. En el Seguro Social no nos dan consulta. Tienen mis datos y no nos envían información”, lamenta.",La lucha por sobrevivir al VIH en Latinoamérica durante la pandemia de coronavirus,https://elpais.com/sociedad/2020-05-23/la-lucha-por-sobrevivir-al-vih-en-latinoamerica-durante-la-pandemia-de-coronavirus.html
"El arresto de Félicien Kabuga, un anciano de 84 años que solía pasear por su barrio en Asnières-sur-Seine, cercano a París, ilustra el adagio de la justicia internacional que advierte a los fugitivos de que “pueden correr, pero no esconderse”. Kabuga, nacido en Ruanda y de la etnia hutu, era uno de los hombres más buscados del mundo, pero sus vecinos en Francia se asombraron al descubrir que había financiado supuestamente el genocidio perpetrado en 1994 contra la población de origen tutsi. La tragedia costó la vida a unas 800.000 personas, según la ONU, y el Tribunal Penal Internacional para Ruanda (TPIR) le acusó en 1997, de modo que su escapada ha durado 23 años. Aunque el tiempo transcurrido había inclinado su caso hacia el olvido, el TPIR siguió su pista a través de África y Europa hasta que el pasado día 16 Kabuga abrió la puerta de su casa a la policía. La detención ha sido producto de la cooperación entre diversos países e Interpol.",Los tribunales y el olvido ,https://elpais.com/internacional/2020-05-25/los-tribunales-y-el-olvido.html
"En las últimas tres semanas me he bañado seis veces al día como mínimo. La curva de la epidemia de coronavirus en Nicaragua está en la fase de ascenso rápido. Los pacientes con insuficiencias respiratorias agudas y neumonías atípicas tienen copadas las salas destinadas para atender la covid-19 en los dos hospitales que trabajo. Cada vez que atiendo a uno, debo quitarme el traje de protección, desinfectarlo y bañarme. Hay un claro aumento exponencial de casos, aunque el Gobierno no lo reconozca públicamente. Como neumólogo me preocupa, porque vamos hacia el desfiladero.",“Los entierros por las noches y con protocolo de la covid-19 dicen una cosa distinta al discurso oficial”,https://elpais.com/sociedad/2020-05-23/los-entierros-por-las-noches-y-con-protocolo-de-covid-19-dicen-una-cosa-distinta-al-discurso-oficial.html
"Entre las últimas semanas de 2019 y las primeras de 2020, personas aparentemente sanas se pasearon por el mundo contagiando un virus nuevo sin saberlo y sin llamar la atención. Ese virus no solo iba a ser capaz de llevarse por delante a más de 333.000 infectados (según datos de este sábado de la Organización mundial de la Salud, OMS), sino también de dañar la economía global, socavar el prestigio de quienes tenían la misión de salvaguardar la salud mundial y, de paso, incendiar la política de países que, como España, se enfrascaron en una disputa partidista en medio de una pandemia que nadie vio venir y nadie sabe a ciencia cierta cómo combatir.",El virus que apagó el mundo en 100 días,https://elpais.com/sociedad/2020-05-23/el-virus-que-apago-el-mundo-en-100-dias.html
"El sábado 3 de diciembre de 2011 a las 11 de la mañana, el entonces candidato Enrique Peña Nieto hizo una presentación apoteósica de su libro en la Feria del Libro de Guadalajara. Frente a un auditorio de acarreados VIP que llenaron el lugar de corbatas y gel fijador, el telegénico candidato habló de esperanza, ilusión y de un México para los jóvenes. La cadencia de las palabras, las pausas calculadas para el agua y sus frases más contundentes terminaban siempre mirando al infinito. Era la puesta de largo de un hombre diseñado desde la cuna para la presidencia “pronunciando una y mil veces frases ensayadas frente al espejo”, apunté en la libreta aquella mañana.",Los silencios incómodos de Felipe Calderón ,https://elpais.com/internacional/2020-05-26/los-silencios-incomodos-de-felipe-calderon.html
"Chromatica, el nuevo álbum de Lady Gaga, ha servido para devolver a la estrella al terreno musical, pues llega cuatro años después desde que publicara su último disco, Joanne, y también para liberarse de sus propios demonios internos. Así lo ha reconocido la propia cantante durante una entrevista con la emisora Apple Music, en la que ha asegurado que a lo largo de este último trabajo se ha planteado dejar el alcohol, una adicción hasta ahora desconocida por muchos de los seguidores de la artista. “He estado coqueteando con la idea de abrazar un estilo de vida sobrio. Todavía no estoy en ese punto, pero lo pensé en varios momentos mientras grababa el álbum”, ha contado.",Lady Gaga y su desconocida y ardua batalla hacia la sobriedad,https://elpais.com/gente/2020-05-25/lady-gaga-y-su-desconocida-y-ardua-batalla-hacia-la-sobriedad.html
